Country,City,Year,AQI,PM2.5,PM10,Deforestation_Rate_%,Afforestation_Rate_%,Vehicles_Increase_%,Industries_Increase_%,Env_Budget_Million_USD,Population_Density_Per_SqKm,CO2_Emissions_MT,Green_Space_Ratio_%,Avg_Life_Expectancy_Index
france,marseille,2014.0,19.09,11.91,16.41,0.05,2.49,5.36,3.59,357.81,4886.53,108.02,42.52,84.44
japan,osaka,2018.0,77.11,39.65,72.69,1.02,1.53,6.78,0.53,706.28,6792.24,87.76,36.78,81.27
colombia,medellin,2021.0,120.53,49.5,115.06,0.94,1.8,6.98,8.11,186.52,3668.8,186.19,40.81,77.34
tanzania,mbeya,2014.0,78.32,40.17,55.99,4.72,0.61,4.09,2.33,58.68,854.47,95.31,36.24,79.9
indonesia,bandung,2021.0,77.38,49.3,72.06,1.43,0.44,5.52,7.64,394.92,2135.09,161.19,37.75,80.63
morocco,marrakech,2018.0,114.69,48.02,102.93,1.32,2.51,4.59,9.22,172.07,3647.26,178.43,42.55,77.7
tanzania,dar es salaam,2020.0,80.2,46.25,69.04,3.88,0.23,3.04,3.01,29.41,1067.77,100.34,35.73,79.71
myanmar,naypyidaw,2014.0,330.6,139.33,315.57,3.31,0.99,19.14,13.27,80.14,7774.59,380.73,23.134999999999998,63.12
mexico,tijuana,2018.0,104.21,48.8,111.4,3.6,0.45,10.06,6.98,280.31,5249.99,194.85,32.5,78.61
ukraine,lviv,2014.0,147.68,78.04,117.78,2.23,0.54,13.81,6.57,325.44,5450.23,218.76,34.0,75.81
morocco,marrakech,2016.0,144.65,99.79,104.17,3.62,2.91,9.41,8.89,316.94,3987.65,220.68,41.12,75.99
saudi arabia,mecca,2018.0,108.69,71.23,109.65,0.51,1.64,9.23,4.61,274.23,2545.49,170.25,41.88,78.3
spain,valencia,2020.0,24.42,12.94,25.11,0.86,4.05,4.59,4.66,690.85,10267.13,114.25,41.02,84.75
chile,valparaiso,2014.0,156.19,103.1,168.22,3.89,0.88,8.63,5.5,171.07,13164.22,192.81,25.6,74.93
pakistan,faisalabad,2018.0,186.37,110.1,200.88,2.63,0.6,12.1,7.43,50.72,17631.21,241.3,21.54,72.68
mongolia,choibalsan,2017.0,228.36,93.07,193.05,3.31,1.26,12.02,10.81,168.55,19616.36,261.76,20.86,70.11
myanmar,mawlamyine,2015.0,264.18,121.75,262.97,2.48,0.45,10.52,6.57,154.57,7774.59,239.51,23.134999999999998,67.7
tanzania,dodoma,2014.0,94.59,60.97,81.99,2.69,0.86,6.08,4.44,71.11,2134.24,124.5,37.75,78.84
spain,madrid,2019.0,15.0,7.89,10.51,1.1,3.9,2.68,0.53,178.67000000000002,10732.02,67.34,39.87,85.97
norway,trondheim,2018.0,73.57,34.55,68.38,0.78,3.97,5.25,4.63,554.75,5013.62,147.14,46.12,81.21
egypt,luxor,2019.0,223.79,131.63,243.57,3.84,0.76,10.82,6.65,35.52,17877.02,218.16,20.55,70.15
mexico,puebla,2018.0,108.73,64.41,115.63,4.28,1.56,8.04,9.77,81.66,2035.31,215.76,38.35,77.91
netherlands,the hague,2019.0,15.0,7.46,12.14,0.98,3.27,5.99,0.61,387.49,1684.23,80.99,47.14,84.77
germany,berlin,2021.0,15.75,6.87,14.42,0.99,2.91,3.56,1.32,810.42,10055.85,81.19,37.68,85.57
saudi arabia,riyadh,2022.0,153.18,85.02,139.09,3.15,2.62,11.45,5.36,180.34,10283.14,215.71,34.43,75.0
uk,liverpool,2019.0,19.05,12.33,15.27,0.71,4.74,1.13,4.78,810.77,9872.7,104.39,43.63,85.35
chile,concepcion,2014.0,160.53,77.44,159.91,2.17,2.61,8.13,8.53,185.495,8961.66,202.54,36.68,74.8
canada,toronto,2023.0,59.15,32.53,58.36,0.18,3.58,3.15,2.3,784.3,10605.29,85.18,39.95,82.63
norway,kristiansand,2018.0,67.72,38.06,65.64,0.78,2.71,2.23,5.46,185.66,8288.19,121.12,39.05,82.38
iran,tehran,2023.0,216.33,142.43,229.66,3.07,0.57,21.76,6.97,79.2,16113.8,297.78,22.53,70.74
uae,ajman,2022.0,148.88,103.45,115.97999999999999,1.87,1.01,10.82,5.23,315.92,14395.32,196.03,26.75,75.71
mexico,mexico city,2023.0,144.41,95.15,128.7,2.75,2.44,11.04,6.37,353.77,8288.95,210.77,36.29,76.08
brazil,salvador,2019.0,93.2,38.65,72.64,2.82,2.28,7.53,5.7,131.1,9047.52,157.07,34.96,79.05
nigeria,lagos,2022.0,247.83,107.14,224.83,2.54,1.28,22.27,10.41,121.27,19283.6,359.33,22.02,68.72
argentina,la plata,2014.0,88.16,60.81,78.64,1.56,0.78,7.21,6.98,217.33,2565.15,176.37,38.22,79.56
turkey,adana,2022.0,136.87,76.88,139.12,1.82,2.83,12.75,9.92,173.03,2643.77,248.82,44.02,76.22
spain,madrid,2014.0,15.0,8.42,14.6,0.79,1.72,1.46,0.77,309.71,3655.54,48.86,40.71,84.62
usa,los angeles,2020.0,34.99,17.25,29.73,0.63,4.82,3.54,1.79,491.75,6169.81,70.16,47.66,83.65
uae,dubai,2018.0,193.16,78.46,186.27,4.09,0.56,8.63,9.45,102.83,6024.93,195.47,31.57,72.33
germany,berlin,2023.0,15.0,9.43,14.28,0.5,4.9,1.5,2.13,175.24,8113.65,92.32,46.08,86.38
ethiopia,harar,2022.0,123.71,66.62,104.84,3.63,0.98,7.66,3.23,53.43,3919.95,119.45,35.38,76.86
kenya,eldoret,2016.0,113.19,48.09,120.28,2.47,0.41,4.1,4.09,34.3,2506.5,98.06,36.26,77.52
kenya,kisumu,2014.0,99.67,49.49,98.6,5.6,0.99,3.19,2.0,59.05,1287.3,76.6,36.07,78.47
pakistan,rawalpindi,2021.0,236.82,131.41,222.52,2.03,1.24,15.23,5.5,49.33,8356.8,350.17,33.34,69.31
ethiopia,addis ababa,2017.0,135.03,59.36,141.02,4.97,0.58,5.0,1.45,78.44,2080.57,91.39,34.68,76.15
france,toulouse,2018.0,15.0,7.62,10.97,0.72,1.7,3.21,1.11,185.66,2567.31,76.19,41.81,86.21
ghana,tamale,2014.0,130.62,87.39,134.66,2.25,1.72,13.75,7.75,194.99,2869.37,239.84,40.04,76.68
ghana,sekondi,2020.0,130.09,40.44,81.81,0.71,1.98,5.1,5.45,183.54,11196.64,131.24,34.03,78.81
tanzania,dar es salaam,2019.0,92.88,58.28,101.0,3.38,0.84,7.98,2.73,37.44,2875.9,120.41,36.25,78.88
saudi arabia,jeddah,2020.0,138.08,71.81,109.22,2.23,0.95,6.85,7.35,245.3,14976.91,181.59,25.39,76.29
japan,osaka,2015.0,29.6,14.28,29.65,0.9,4.99,1.35,1.01,754.95,5963.93,61.27,48.1,84.54
italy,rome,2020.0,33.89,22.97,24.15,0.06,2.24,5.31,0.7,176.62,5780.32,99.32,40.87,85.05
australia,sydney,2021.0,15.0,10.29,11.41,1.09,3.51,1.71,0.72,667.36,6229.01,53.71,43.22,85.33
indonesia,bandung,2021.0,100.36,69.88,91.72,3.82,2.08,12.63,4.68,256.39,3201.45,172.08,39.21,78.82
colombia,cali,2015.0,167.51,105.68,132.43,2.84,2.15,10.84,9.08,308.06,14313.18,227.65,29.29,74.45
myanmar,mawlamyine,2019.0,243.01,126.9,201.39,1.56,0.65,14.6,15.56,93.88,10944.78,336.2,29.45,68.99
bangladesh,rajshahi,2023.0,283.29,186.88,290.13,4.88,0.86,14.71,9.62,79.25,7774.59,301.99,23.39,66.27
argentina,buenos aires,2019.0,141.91,66.74,154.51,1.18,0.63,10.5,4.78,188.81,8623.16,170.52,32.1,75.92
canada,toronto,2019.0,30.83,28.44,70.39,0.54,3.53,5.44,4.11,339.94,8153.76,116.48,41.9,81.19
india,mumbai,2015.0,182.68,123.68,161.23,2.11,1.4,13.3,10.71,72.24,7209.66,268.09,34.87,72.97
iran,isfahan,2022.0,261.32,106.7,223.74,4.02,0.85,18.15,5.43,164.08,5582.91,369.55,32.94,67.91
peru,lima,2016.0,90.46,61.95,80.93,0.57,2.12,13.85,6.85,309.24,6414.18,239.03,39.37,79.59
brazil,sao paulo,2015.0,134.79,94.32,111.34,1.92,1.64,10.39,8.71,95.44,6800.81,194.58,36.21,76.2
ethiopia,dire dawa,2021.0,127.64,82.86,92.34,4.51,0.9,5.08,4.33,16.62,2479.51,130.69,35.71,76.52
philippines,quezon city,2015.0,147.78,71.15,108.16,3.5,0.47,6.24,9.54,398.77,10064.58,183.97,34.504999999999995,75.95
ghana,sekondi,2017.0,83.04,46.7,67.98,0.51,0.89,10.32,3.69,264.89,5503.4,159.92,36.65,79.99
spain,seville,2019.0,94.92,42.51,102.0,0.63,3.55,5.91,4.48,336.88,6158.15,146.96,43.88,79.35
pakistan,rawalpindi,2014.0,240.36,156.48,175.6,3.37,0.25,18.49,9.44,114.06,9787.4,275.28,27.61,69.2
uae,dubai,2015.0,89.25,59.13,67.54,4.28,0.58,11.67,5.91,397.53,802.0,187.46,36.65,79.84
spain,seville,2020.0,74.9,34.25,74.21,0.13,1.55,3.7,0.73,327.67,5575.15,90.39,38.93,80.66
pakistan,karachi,2017.0,252.68,129.75,219.95,5.38,0.29,22.78,7.94,36.4,16224.75,343.73,19.26,68.23
mongolia,ulaanbaatar,2023.0,231.9,118.71,243.97,4.26,1.09,7.63,10.29,142.13,9888.97,279.83,29.13,69.82
brazil,salvador,2016.0,119.3,52.6,116.54,1.28,0.74,12.47,3.45,371.84,9114.5,179.58,31.82,77.79
germany,cologne,2014.0,15.0,7.07,12.57,0.8,4.23,1.31,2.87,458.16,1289.15,58.21,50.61,84.92
bangladesh,dhaka,2020.0,303.53,138.325,271.5,3.45,1.24,7.57,6.7,89.49,7774.59,346.36,14.19,64.94
japan,osaka,2018.0,78.38,37.99,83.72,0.06,2.24,6.63,3.38,341.2,4554.61,121.1,42.11,80.46
uk,birmingham,2016.0,15.0,8.22,12.89,1.14,1.48,6.42,3.44,443.28,525.78,109.13,49.46,84.89
russia,yekaterinburg,2023.0,145.0,101.0,154.84,1.1,1.09,12.86,9.04,346.27,3376.82,228.44,38.81,76.03
mexico,puebla,2020.0,176.97,94.03,137.96,3.45,2.58,10.01,4.35,230.19,13628.75,195.69,30.67,73.66
saudi arabia,riyadh,2017.0,105.65,73.29,99.35,1.56,1.69,4.09,5.88,215.17,12283.15,161.74,31.23,78.39
peru,arequipa,2022.0,128.51,54.47,141.27,1.37,2.72,11.31,3.06,138.64,9963.97,166.49,36.84,76.71
myanmar,mandalay,2022.0,209.6,139.63,188.37,1.51,1.45,14.33,5.43,88.66,16168.46,355.26,26.66,71.2
pakistan,lahore,2018.0,316.48,185.81,225.72500000000002,4.6,1.48,15.65,5.46,146.61,23663.85,356.08,15.63,64.19
mongolia,choibalsan,2022.0,278.62,172.88,230.73,4.1,0.61,7.78,10.55,76.88,10250.85,371.66,27.47,66.58
uk,liverpool,2022.0,55.21,32.97,48.2,0.89,2.85,4.02,3.84,180.34,9083.07,126.62,38.57,83.15
iran,tabriz,2020.0,312.97,174.43,226.67,1.99,0.36,23.33,14.46,145.87,7774.59,319.88,23.4,64.43
kenya,kisumu,2016.0,41.72,22.59,44.4,2.19,0.99,4.49,2.13,58.22,1793.93,89.69,38.99,82.33
vietnam,hanoi,2021.0,121.5,64.94,130.46,0.89,1.58,7.23,7.78,163.41,11861.87,179.62,31.98,77.23
peru,lima,2016.0,166.58,99.48,143.22,3.72,0.95,12.89,5.49,90.85,13266.71,228.97,25.86,74.08
netherlands,amsterdam,2016.0,26.33,11.01,24.55,0.24,3.51,4.06,4.62,704.96,7030.68,114.85,43.27,84.65
uae,ajman,2020.0,141.44,92.46,126.06,3.47,2.55,11.19,8.72,115.28,8855.18,242.26,35.34,75.8
myanmar,mawlamyine,2015.0,274.26,154.27,214.43,5.07,1.32,12.73,12.46,36.99,20779.53,282.1,18.1,66.79
romania,constanta,2022.0,117.94,64.5,84.97,2.6,2.22,9.75,8.62,324.66,3886.07,200.75,40.18,77.79
usa,phoenix,2019.0,59.9,29.15,56.69,0.65,1.59,2.07,1.76,471.86,4245.46,77.2,39.88,81.95
germany,hamburg,2016.0,28.86,18.15,31.11,0.68,4.69,3.44,3.78,813.87,11765.79,117.16,41.62,84.7
colombia,barranquilla,2017.0,69.4,34.49,55.35,1.34,1.64,6.08,7.25,148.02,1834.3,152.6,41.74,80.67
saudi arabia,mecca,2020.0,128.88,55.94,92.29,1.54,1.67,4.79,4.69,212.86,11386.74,139.28,32.08,76.83
france,marseille,2020.0,15.0,6.05,12.71,0.28,2.78,3.02,4.07,176.62,5358.34,102.71,42.71,85.93
russia,yekaterinburg,2021.0,98.46,58.96,95.86,1.74,0.73,7.53,4.31,116.63,4777.1,135.06,35.67,78.67
ukraine,kharkiv,2018.0,75.03,32.64,0.06866,0.97,2.45,7.18,5.56,365.96,8863.0,165.16,37.51,80.73
philippines,davao,2023.0,113.4,54.09,95.59,2.25,2.25,10.62,6.11,263.38,8604.38,200.99,35.9,77.97
egypt,alexandria,2016.0,217.89,147.7,230.5,3.97,0.84,18.76,13.2,178.24,6475.23,333.85,32.08,70.55
egypt,giza,2015.0,326.19,193.54,225.5,5.37,0.32,14.46,15.08,95.83,7774.59,344.27,23.53,63.45
iran,isfahan,2022.0,313.07,125.65,226.67,3.51,0.28,14.37,5.43,144.17,7774.59,379.57,23.4,64.42
chile,santiago,2015.0,155.82,94.61,154.12,2.28,2.85,7.57,7.16,210.26,11569.82,192.1,34.71,75.03
turkey,bursa,2017.0,94.86,40.23,82.03,4.22,1.82,10.23,4.95,217.39,3676.99,161.26,37.57,79.11
kenya,kisumu,2016.0,35.63,22.09,32.77,2.01,0.93,7.755,1.33,76.17,2626.44,110.09,38.14,82.78
italy,palermo,2021.0,17.38,11.48,15.71,1.13,1.26,6.28,1.34,177.07999999999998,6603.68,111.05,36.04,85.96
uk,london,2018.0,15.0,8.66,16.22,0.4,4.95,1.93,4.41,396.18,6584.54,85.39,47.85,84.79
spain,bilbao,2023.0,21.47,11.7,18.02,0.13,1.48,3.4,1.32,339.76,5945.08,73.17,38.37,84.25
ethiopia,gondar,2022.0,122.29,65.1,109.89,5.12,0.99,3.98,3.93,56.83,3410.58,90.64,34.45,76.96
italy,turin,2018.0,15.0,9.19,13.11,1.15,4.22,2.87,1.67,619.89,4536.07,88.21,46.97,85.24
thailand,phuket,2015.0,124.56,61.06,89.99,2.32,0.32,12.91,4.55,63.08,2117.17,177.07,36.53,76.82
morocco,rabat,2014.0,150.34,85.14,146.31,0.00356,1.9,13.19,9.94,296.04,9046.89,267.54,33.09,75.57
tanzania,mbeya,2021.0,39.8,18.17,40.43,2.59,0.8,3.59,4.76,53.41,326.24,105.31,39.49,82.45
iran,tabriz,2018.0,241.52,121.16,194.75,2.45,0.99,16.02,10.29,72.84,7774.59,302.98,15.8,69.04
spain,valencia,2014.0,15.0,8.15,10.72,1.0,4.31,5.13,1.49,185.495,876.56,105.4,51.05,86.16
italy,naples,2021.0,15.0,6.56,11.23,0.67,4.32,2.96,3.26,685.91,3365.4,86.85,48.92,85.37
pakistan,lahore,2023.0,246.04,139.48,220.0,2.35,1.47,13.0,14.14,106.03,14089.92,292.2,27.98,68.81
argentina,la plata,2016.0,102.81,71.34,102.94,1.58,1.93,10.26,9.79,285.67,4061.83,233.3,40.15,78.72
russia,moscow,2017.0,157.82,92.21,129.63,0.71,2.78,8.72,9.52,266.59,10078.09,213.28,37.54,75.01
india,bangalore,2020.0,183.52,93.45,199.76,4.22,1.29,17.23,6.61,41.46,9177.38,265.43,30.48,72.85
ukraine,kharkiv,2023.0,161.49,90.75,137.14,0.86,2.25,8.08,8.22,298.56,12636.45,202.24,33.26,74.83
iraq,baghdad,2017.0,201.09,124.17,198.93,2.21,1.37,10.72,12.64,34.71,16780.64,272.28,25.12,71.66
colombia,cali,2016.0,148.98,70.69,157.59,1.77,0.84,9.43,6.81,378.26,8123.39,207.15,32.62,75.82
philippines,quezon city,2018.0,172.39,82.83,175.55,1.85,0.88,8.36,8.18,194.3,10886.83,218.18,29.9,73.9
spain,madrid,2017.0,29.82,17.42,24.5,0.47,4.32,6.77,2.46,182.29,1100.42,128.98,51.39,84.84
vietnam,hanoi,2023.0,116.79,77.23,110.76,1.04,0.38,11.15,8.88,256.46,10324.8,230.59,29.77,77.73
ethiopia,gondar,2019.0,66.74,36.91,58.36,3.04,0.26,2.38,1.59,52.67,3074.34,54.91,34.68,80.66
italy,turin,2016.0,40.83,18.55,39.04,0.74,2.75,2.01,4.5,368.33,6715.26,109.01,40.79,83.01
tanzania,dodoma,2021.0,84.33,37.77,89.73,2.13,1.48,7.1,3.9,18.23,954.81,125.2,38.72,79.41
norway,kristiansand,2023.0,15.0,10.18,11.51,0.45,1.24,4.35,4.65,727.04,1636.46,95.59,41.62,85.45
chile,antofagasta,2023.0,68.66,36.97,67.17,1.48,0.81,5.19,6.82,237.65,1311.25,153.92,39.66,80.9
ethiopia,addis ababa,2020.0,102.15,51.12,76.02,4.81,0.55,4.59,3.75,32.78,3548.19,110.39,33.28,78.26
canada,calgary,2014.0,25.24,12.64,19.99,0.38,1.24,4.77,1.51,185.495,5450.15,107.79,37.9,85.66
iraq,erbil,2015.0,243.09,115.96,178.58,5.03,1.09,11.81,6.29,140.62,15322.18,200.37,22.91,69.08
pakistan,lahore,2018.0,282.75,193.47,305.31,5.19,0.25,18.36,13.59,143.9,23689.51,354.97,23.48,66.44
ghana,tamale,2023.0,130.09,69.15,91.48,2.78,0.63,5.54,8.58,71.33,4875.88,168.7,34.25,76.47
china,guangzhou,2020.0,269.1,181.11,230.52,3.86,0.15,12.72,13.74,110.04,18784.91,314.81,17.79,67.28
ethiopia,addis ababa,2021.0,132.26,53.83,97.64,7.0,0.84,6.05,3.21,52.23,2814.48,126.4,32.69,76.29
usa,chicago,2014.0,15.0,9.58,14.5,0.12,4.94,7.35,2.48,185.495,7856.1,96.75,46.85,85.85
ethiopia,gondar,2022.0,144.07,63.33,152.73,5.25,0.41,7.8,2.94,40.78,2962.33,132.25,33.02,75.48
australia,perth,2014.0,26.49,11.18,24.25,0.22,1.73,1.29,1.49,631.73,11134.26,76.46,33.85,84.5
romania,iasi,2015.0,179.79,72.15,155.42,4.15,1.05,13.27,5.8,66.46,9653.71,203.16,29.36,73.15
netherlands,utrecht,2016.0,63.98,30.56,69.33,0.13,2.35,2.89,4.53,381.07,10587.61,136.39,36.34,81.5
france,nice,2016.0,49.83,30.8,40.16,0.46,2.47,5.33,3.44,703.25,8753.25,141.79,38.2,83.08
france,paris,2022.0,84.38,55.05,59.35,0.3,1.89,4.35,1.9,373.37,10862.45,101.3,34.5,80.12
japan,yokohama,2023.0,47.46,30.54,38.56,1.12,1.29,6.6,4.06,561.24,4058.73,148.29,38.68,82.96
argentina,buenos aires,2017.0,163.76,90.63,122.96,3.97,0.99,6.58,3.45,391.4,14838.98,134.62,24.15,74.87
uae,ajman,2018.0,155.64,95.43,156.31,3.34,2.93,5.33,9.45,120.46,10549.88,190.69,34.91,74.86
norway,kristiansand,2015.0,29.74,12.89,30.89,0.47,1.69,4.22,4.07,724.42,9063.74,129.17,35.54,84.47
philippines,zamboanga,2015.0,216.38,114.28,183.55,2.53,1.86,12.88,8.21,166.28,13372.34,223.4,29.67,70.91
vietnam,can tho,2016.0,133.01,53.87,137.69,3.66,1.51,5.69,4.49,180.85,9212.26,150.52,34.345,76.49
south africa,cape town,2017.0,145.93,89.05,155.7,2.31,0.00219,9.92,7.12,66.89,7032.88,196.25,37.24,75.4
thailand,khon kaen,2019.0,158.0,104.75,156.37,3.99,2.33,11.58,3.02,291.04,6820.72,155.08,36.18,75.05
saudi arabia,jeddah,2022.0,127.93,69.09,105.96,2.57,0.84,5.51,3.03,368.85,13185.44,128.01,26.76,77.21
germany,berlin,2014.0,84.05,55.94,74.07,0.71,4.09,5.47,2.96,604.8,8612.13,138.19,42.94,80.61
australia,brisbane,2021.0,85.94,55.66,91.63,0.79,1.44,5.49,2.49,328.89,6005.28,122.05,37.54,79.93
brazil,fortaleza,2021.0,127.55,73.89,149.55,3.31,1.92,6.04,8.09,260.48,7672.18,183.56,34.76,75.67
colombia,medellin,2014.0,103.99,63.37,83.65,1.04,0.85,9.87,5.29,146.13,2269.92,156.24,39.25,78.36
egypt,cairo,2022.0,253.76,117.43,197.45,4.53,0.57,17.43,16.4,120.32,16525.36,351.8,20.65,68.32
romania,iasi,2017.0,138.13,80.46,102.92,2.51,0.31,9.75,3.94,132.46,9540.2,156.87,28.88,76.06
usa,new york,2014.0,34.235,27.46,34.86,1.18,3.13,3.32,4.48,185.495,3863.7,96.99,44.36,83.72
argentina,cordoba,2017.0,123.35,66.94,100.12,1.65,1.94,12.58,6.64,265.62,6576.53,209.75,37.6,77.31
germany,munich,2021.0,49.46,20.71,36.31,0.22,3.98,3.07,4.0,177.07999999999998,8490.0,96.91,43.24,83.68
saudi arabia,medina,2017.0,116.94,68.5,109.16,3.78,2.4,5.17,6.26,246.64,4586.96,151.42,38.84,77.7
mexico,monterrey,2020.0,172.03,102.06,132.2,4.16,2.03,8.56,6.85,172.02,8282.2,191.98,33.64,73.88
china,chengdu,2019.0,221.94,152.75,212.13,3.18,1.45,18.41,6.47,149.24,14894.4,271.04,26.28,70.5
romania,iasi,2023.0,111.65,66.34,95.2,0.84,0.74,6.86,5.67,85.71,13276.57,171.06,28.1,77.73
france,toulouse,2023.0,55.66,37.11,56.74,0.59,3.39,5.96,4.31,691.97,23077.18,117.31,45.41,82.67
saudi arabia,mecca,2014.0,85.3,38.92,63.56,0.66,2.38,8.7,3.08,371.58,7841.31,150.69,38.64,80.06
argentina,la plata,2017.0,130.78,64.15,122.06,3.85,1.72,5.51,8.8,297.9,1852.05,182.37,39.46,76.88
spain,valencia,2017.0,101.41,51.64,106.52,0.38,1.44,3.41,4.44,461.47,10318.65,100.27,33.63,79.16
bangladesh,rajshahi,2019.0,199.04,95.3,149.23,1.77,0.89,16.99,11.3,95.78,6131.01,283.5,34.77,71.92
peru,chiclayo,2023.0,156.75,73.84,113.68,1.69,2.98,8.55,6.37,92.85,13359.69,200.99,33.9,74.74
romania,bucharest,2017.0,164.88,114.64,119.96,1.86,2.88,13.51,4.62,274.49,10691.93,186.56,36.11,74.56
nigeria,port harcourt,2022.0,302.4,146.37,234.89,4.98,0.00047,17.32,11.68,116.73,22759.76,332.3,13.68,65.07
germany,hamburg,2016.0,15.0,8.16,11.94,1.02,4.24,3.94,1.26,707.24,1269.36,72.83,50.44,85.41
netherlands,eindhoven,2019.0,38.58,25.47,37.26,0.27,2.87,6.57,3.88,607.9,9418.53,143.7,38.91,83.64
iran,tabriz,2022.0,258.14,136.21,226.67,2.81,0.15,18.66,5.43,128.84,7774.59,319.88,23.4,61.6
china,shanghai,2023.0,244.27,109.07,201.03,2.34,1.23,23.46,5.46,115.62,13557.24,349.66,27.79,68.95
saudi arabia,jeddah,2015.0,118.53,73.13,89.65,4.26,1.99,11.6,3.07,101.66,6258.75,158.91,35.46,77.3
india,mumbai,2016.0,273.23,142.36,238.42,5.69,0.85,10.66,11.19,167.45,7774.59,260.63,23.975,67.12
ukraine,dnipro,2017.0,144.36,88.9,122.05,4.0,0.82,10.23,7.56,227.04,7355.86,214.76,31.12,75.83
myanmar,bago,2023.0,240.5,119.48,236.59,5.6,0.18,16.49,5.46,48.62,9549.08,350.81,25.39,69.06
france,paris,2023.0,89.37,49.25,91.58,0.46,3.67,3.81,4.03,175.24,10677.02,123.23,39.86,80.74
pakistan,faisalabad,2018.0,225.98,131.53,173.01,5.01,1.18,19.47,5.46,174.59,7609.23,379.56,30.93,70.28
china,shenzhen,2015.0,255.52,152.99,227.55,1.5,1.43,10.67,12.89,36.89,18601.33,294.03,24.19,68.04
germany,munich,2018.0,15.0,6.93,16.04,0.79,3.55,3.49,4.15,185.66,6610.51,113.57,43.24,86.22
netherlands,amsterdam,2015.0,31.03,20.69,32.59,0.87,3.58,6.32,2.43,658.84,7773.81,126.52,42.11,84.25
argentina,la plata,2021.0,121.04,57.26,129.28,2.35,0.56,5.13,7.32,79.51,10341.37,161.49,28.99,77.09
argentina,buenos aires,2019.0,119.63,63.39,95.89,2.01,2.63,13.11,4.53,294.05,11915.44,191.38,33.96,77.61
iraq,basra,2014.0,317.06,152.24,230.1,1.82,1.49,19.85,15.22,171.79,7774.59,318.45000000000005,22.799999999999997,64.21
canada,toronto,2022.0,15.0,8.1,11.17,0.3,4.09,6.29,1.44,552.3,588.22,100.23,51.38,85.1
myanmar,yangon,2018.0,210.34,133.13,184.42,2.52,1.4,20.62,6.26,83.96,5733.69,266.57,35.93,71.15
france,toulouse,2019.0,63.49,33.61,61.11,0.23,4.47,6.68,3.19,178.67000000000002,10282.58,117.91,42.9,82.49
colombia,bogota,2020.0,124.9,63.1,115.46,0.69,1.6,10.48,4.96,276.07,14346.06,195.63,29.75,77.23
japan,kyoto,2023.0,29.44,15.68,26.06,1.08,2.28,2.4,3.03,583.17,2892.6,75.12,42.88,84.2
philippines,zamboanga,2019.0,139.74,60.27,133.59,2.22,2.52,8.22,7.45,199.6,5485.55,162.46,39.86,76.08
peru,lima,2020.0,128.14,73.5,94.69,0.92,2.09,5.3,6.72,309.71,7774.59,154.47,30.57,77.08
myanmar,naypyidaw,2017.0,257.24,159.93,197.61,1.6,1.22,21.82,12.16,159.72,24100.87,384.53,17.95,68.17
poland,poznan,2017.0,145.55,89.22,156.34,1.81,0.78,10.32,3.03,143.05,13196.15,171.33,27.35,77.3
south africa,port elizabeth,2022.0,152.36,86.12,140.54,4.01,1.4,5.85,9.68,386.01,5767.62,191.14,34.42,75.61
canada,calgary,2021.0,39.0,26.79,35.09,0.68,1.4,4.22,2.7,399.61,5025.2,103.71000000000001,38.51,83.2
nigeria,abuja,2016.0,305.19,188.88,281.09,3.16,0.17,7.755,12.14,76.52,7774.59,381.74,23.37,64.81
romania,bucharest,2020.0,139.28,73.15,101.06,3.3,0.63,13.11,4.58,313.97,3897.84,202.77,34.7,76.34
argentina,mendoza,2022.0,85.33,59.59,63.27,2.75,2.65,9.19,4.95,209.35,6609.95,157.09,38.58,79.73
turkey,bursa,2021.0,104.46,42.4,104.55,2.23,2.53,4.82,8.94,168.36,10631.11,190.94,36.06,78.37
china,beijing,2016.0,281.19,168.8,299.18,1.59,1.25,10.4,16.27,131.85,7774.59,321.28,15.21,66.52
uk,birmingham,2023.0,44.21,25.71,35.36,2.23,2.23,1.03,3.32,331.61,6407.46,96.24,39.86,82.72
iran,mashhad,2023.0,245.65,130.76,181.07,3.64,1.18,17.36,8.1,68.64,21083.3,277.7,18.81,68.76
saudi arabia,medina,2015.0,95.05,58.28,93.02,1.7,0.35,4.11,9.84,218.79,6083.21,157.25,33.26,79.1
usa,phoenix,2020.0,55.07,28.38,56.77,0.42,2.25,2.93,3.46,651.86,3096.4,109.91,43.22,82.63
canada,montreal,2016.0,30.5,17.43,30.8,0.33,3.05,2.08,1.03,609.71,9417.95,89.43,39.42,84.19
uae,ajman,2018.0,150.01,63.94,148.31,4.03,2.97,10.01,3.56,244.13,4970.32,172.85,39.9,75.49
poland,warsaw,2015.0,100.52,42.5,91.95,2.04,1.74,5.69,6.34,113.98,6004.89,143.68,37.17,78.53
iran,tehran,2015.0,307.23,134.97,283.2,2.27,0.4,20.36,5.5,32.36,21055.36,390.16,17.88,64.58
kenya,nairobi,2015.0,90.69,42.31,79.33,3.78,0.59,4.73,2.74,70.44,3537.84,121.13,34.46,79.09
egypt,luxor,2015.0,278.53,190.33,198.18,3.43,0.86,11.17,16.09,103.52,17525.49,298.46,21.61,66.64
france,nice,2018.0,15.0,9.62,12.67,0.49,1.9,2.02,3.73,185.66,8779.45,94.42,36.44,86.22
